"instance","label","avgx1","avgx2","avgx3","avgx4","avgx5","avgx6","avgx7","avgx8","avgx9","avgx10","avgx11","avgx12","avgx13","avgx14","avgx15","avgx16","avgx17","avgx18","avgx19","avgx20","avgx21","avgx22","avgx23","avgx24","avgx25","avgx26","avgx27","avgx28","avgy1","avgy2","avgy3","avgy4","avgy5","avgy6","avgy7","avgy8","avgy9","avgy10","avgy11","avgy12","avgy13","avgy14","avgy15","avgy16","avgy17","avgy18","avgy19","avgy20","avgy21","avgy22","avgy23","avgy24","avgy25","avgy26","avgy27","avgy28","transx1","transx2","transx3","transx4","transx5","transx6","transx7","transx8","transx9","transx10","transx11","transx12","transx13","transx14","transx15","transx16","transx17","transx18","transx19","transx20","transx21","transx22","transx23","transx24","transx25","transx26","transx27","transx28","transy1","transy2","transy3","transy4","transy5","transy6","transy7","transy8","transy9","transy10","transy11","transy12","transy13","transy14","transy15","transy16","transy17","transy18","transy19","transy20","transy21","transy22","transy23","transy24","transy25","transy26","transy27","transy28"
499,6,0,0,0,0,0,0,0,0,0,20.6071428571429,33.4642857142857,69,91.75,77.5357142857143,60.3214285714286,51.6428571428571,49.8571428571429,50.3214285714286,65.5714285714286,62.1785714285714,20.7142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,23,66.2857142857143,64.9642857142857,53.7857142857143,47.6428571428571,59.8928571428571,83.8214285714286,47.8928571428571,13.7857142857143,16.4642857142857,14.1785714285714,14.9285714285714,14.5357142857143,17.8571428571429,18.75,20.5,17.9642857142857,17.5357142857143,20.4642857142857,18.7142857142857,0,0,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
500,8,0,0,0,0,0,0,0,3.42857142857143,27.3214285714286,60,60.2142857142857,72.8928571428571,118.964285714286,121.75,119.892857142857,110.535714285714,78.6071428571429,42.3214285714286,38.0357142857143,35.3928571428571,20.4642857142857,16.75,14.25,14.9285714285714,16.3928571428571,11.5357142857143,4.5,0,0,0,0,0,46.5357142857143,67.3571428571429,58.8928571428571,46.5,47.1785714285714,48.0357142857143,55.5,50.3214285714286,36.9285714285714,34.75,53.6428571428571,60.6785714285714,74.25,87.2142857142857,37.5714285714286,24.6071428571429,33.1785714285714,48.4285714285714,51.8571428571429,24.75,0,0,0,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
501,3,0,0,0,0,0,5.67857142857143,25.7142857142857,26.4285714285714,26.9285714285714,26.4285714285714,19.3928571428571,32.0714285714286,40.6428571428571,47.5357142857143,51.8571428571429,60.3928571428571,70.2142857142857,83.5357142857143,80.4285714285714,39.1428571428571,5.57142857142857,0,0,0,0,0,0,0,0,0,18.6071428571429,20.5,23.5,26.1428571428571,30.7142857142857,33.1428571428571,38.0714285714286,28,27.25,19.1071428571429,20.1428571428571,17.1428571428571,22.4285714285714,20.5357142857143,22.5357142857143,26.4642857142857,58.5,89.4285714285714,74.9285714285714,24.8214285714286,0,0,0,0,0,0,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
502,9,0,0,0,1.35714285714286,11.3214285714286,17.75,20.1428571428571,19.4642857142857,21.6785714285714,22.1071428571429,33.9285714285714,58.2142857142857,66.6785714285714,62.75,57.9642857142857,54,44.3571428571429,43.9642857142857,38.8571428571429,35.1071428571429,43.8214285714286,22.0714285714286,0.285714285714286,0,0,0,0,0,0,14.4285714285714,16.75,19.6785714285714,21.75,22.5357142857143,23.8571428571429,23.0714285714286,22.8928571428571,22.2857142857143,22.1785714285714,23.9642857142857,32.1428571428571,68.7857142857143,62.1071428571429,48.8928571428571,42.6071428571429,36.2142857142857,41.4285714285714,62.4285714285714,47.8214285714286,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
503,5,0,0,0,0,0,0,0,0,0,0.392857142857143,35.6071428571429,95.4285714285714,64.2857142857143,51.8928571428571,48.4642857142857,59.6428571428571,75.7142857142857,52.2142857142857,1.35714285714286,0,0,0,0,0,0,0,0,0,0,0,0,32.0714285714286,49.0714285714286,26.8928571428571,15.5,14.1428571428571,15.9285714285714,15.8928571428571,17.9642857142857,20.5714285714286,26.0357142857143,24.1428571428571,15.5714285714286,15.8928571428571,12.75,12.75,14.5,21.3571428571429,36.1071428571429,58.25,39.6071428571429,0,0,0,0,0,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
504,8,0,0,0,0,0,0,15.9642857142857,42.3571428571429,49,41.6071428571429,39,39.4285714285714,71.5714285714286,102.142857142857,117.178571428571,78.7142857142857,49.5357142857143,38.1071428571429,36.3214285714286,33.6785714285714,25.5,22.4642857142857,17.7142857142857,2.57142857142857,0,0,0,0,0,0,0,0,37.1428571428571,55.5714285714286,48.4642857142857,44,41,40.9642857142857,48.6071428571429,48.3571428571429,40.3214285714286,42.8928571428571,61.0714285714286,53,21.75,21.5357142857143,22.3928571428571,23.9285714285714,26.1071428571429,62.8214285714286,56.25,26.6785714285714,0,0,0,0,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
505,5,0,0,0,0,2.92857142857143,24.5714285714286,39.3214285714286,70.8214285714286,112.035714285714,107.035714285714,78.1071428571429,75.6785714285714,70.8571428571429,72.9285714285714,73,69.6428571428571,77.8571428571429,77.8214285714286,79.1071428571429,82.75,79.4285714285714,65.8571428571429,39.5,0.821428571428571,0,0,0,0,0,0,0,0,62.1428571428571,114.892857142857,125.214285714286,75.2857142857143,69.8928571428571,49.5357142857143,30,42.25,61,70.8214285714286,64.0357142857143,47.6785714285714,32.2857142857143,27.8571428571429,24.5,30.7142857142857,79.9642857142857,127.392857142857,120.821428571429,43.7857142857143,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
506,7,0,0,0,0,0,3.82142857142857,18.8571428571429,26.3214285714286,23.2142857142857,38.7857142857143,59.2142857142857,70.5357142857143,64.8214285714286,62.9642857142857,64.1071428571429,62.6785714285714,62.0357142857143,64.8214285714286,73.8928571428571,73.25,61.9285714285714,43.1428571428571,5,0,0,0,0,0,0,17.8571428571429,22.5357142857143,27.8571428571429,27.5714285714286,29.6071428571429,26.9642857142857,30.3928571428571,29.75,28.5,30.2142857142857,31.6071428571429,28.8571428571429,30.0714285714286,31.3571428571429,49.2142857142857,97.0714285714286,128.928571428571,111.892857142857,70.5,28.6428571428571,0,0,0,0,0,0,0,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
507,6,0,0,0,0,0,0,47.0714285714286,67.1785714285714,56.6428571428571,49.1428571428571,42.7857142857143,42.6428571428571,71,92.5,64.6428571428571,51.25,45.6785714285714,42.6428571428571,35.5714285714286,35.4642857142857,30.5,33.2142857142857,38.5357142857143,39.7857142857143,39.9642857142857,19.4642857142857,0,0,0,0,0,0,8.67857142857143,21.75,19.5,18.1428571428571,37.4642857142857,97.1785714285714,115.678571428571,88.6071428571429,70.1428571428571,60.1785714285714,77.1785714285714,93.6071428571429,50.7857142857143,21.75,22.3928571428571,23.9285714285714,41.1785714285714,34.0714285714286,26.0357142857143,17.4285714285714,0,0,0,0,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
508,1,0,0,0,0,0,0,0,13.0357142857143,31.6785714285714,41.6071428571429,46.1428571428571,46.3214285714286,46.3214285714286,46.2857142857143,43.0357142857143,47.2142857142857,56.1785714285714,71.2857142857143,61.25,39.8928571428571,7,0,0,0,0,0,0,0,0,0,0,19.3571428571429,23.2857142857143,28.1071428571429,27.5,30.9642857142857,30,35.4285714285714,31.3214285714286,32.1071428571429,30.75,32.7142857142857,33.6428571428571,35.6071428571429,29.5714285714286,31.8928571428571,31.75,31.6785714285714,30.3571428571429,29.4642857142857,21.75,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
509,1,0,0,0,0,0,0,0,0,12.2142857142857,47.3571428571429,57.6428571428571,49.8928571428571,49.6071428571429,52.4285714285714,51.7142857142857,47.9285714285714,46.8571428571429,44.1071428571429,44.3928571428571,47.0357142857143,36.6785714285714,10,0,0,0,0,0,0,0,0,0,13.25,16.5714285714286,19.7142857142857,24,27.5714285714286,24.5357142857143,27.25,31.4642857142857,33.0714285714286,29.75,33.5357142857143,38.5714285714286,38.5357142857143,42.5714285714286,44.5714285714286,39.8571428571429,40.5,33,24.0357142857143,15.5,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
510,3,0,0,0,0,18.5714285714286,18.4642857142857,26.75,43.1428571428571,49.4642857142857,54.3214285714286,62.6428571428571,75.3928571428571,75.6071428571429,88.75,94.4285714285714,105.142857142857,83.5357142857143,62.9285714285714,42.7857142857143,46.1785714285714,48,41.6071428571429,32.75,18.3214285714286,0,0,0,0,0,0,21.6428571428571,52.75,55.1071428571429,38,30.5714285714286,33.25,31.5,33.2142857142857,59.0357142857143,99.5714285714286,79.2142857142857,53.3928571428571,43.4285714285714,40.9285714285714,36.5357142857143,42.0357142857143,82,115.821428571429,91.8214285714286,48.9642857142857,0,0,0,0,0,0,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
511,1,0,0,0,0,0,0,0,0,0,0,10.25,56.6428571428571,85.25,71.8571428571429,49.7857142857143,43.5,50.6071428571429,49.3214285714286,25.9285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3214285714286,21.8214285714286,23.8571428571429,24.0357142857143,23.1428571428571,23.1785714285714,21.6785714285714,21.75,21.6785714285714,21.75,23.8571428571429,23.9285714285714,22.3571428571429,25.4285714285714,22.3928571428571,23.8928571428571,20.25,23.1785714285714,23.8571428571429,13.7857142857143,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
512,7,0,0,0,0,6.07142857142857,22.7857142857143,29.75,29.7857142857143,29.7857142857143,31.1785714285714,53.5357142857143,56.8214285714286,55.1428571428571,55.1071428571429,53.6428571428571,56.1071428571429,55.6428571428571,57.25,57.2857142857143,48.0357142857143,39.8571428571429,30.9285714285714,11.4642857142857,0.535714285714286,0,0,0,0,0,16.7857142857143,25.3214285714286,23.6428571428571,25.6428571428571,26.6785714285714,29.7857142857143,27.9285714285714,27.6071428571429,27.5357142857143,27.6785714285714,28.1428571428571,30.5357142857143,32.3214285714286,30.3214285714286,32.8928571428571,31.8571428571429,75.5357142857143,112.5,99.8928571428571,48.1071428571429,0,0,0,0,0,0,0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
513,5,0,0,0,0,0,0,4.57142857142857,34.1428571428571,52.3928571428571,93.3928571428571,95.6785714285714,95.6428571428571,91.1071428571429,91.1071428571429,88.7857142857143,86.5357142857143,97.9285714285714,91.1071428571429,72.8571428571429,38.75,25.0357142857143,22.7857142857143,20.5,6.85714285714286,0,0,0,0,0,0,0,41,66.0357142857143,84.25,56.9642857142857,41.0357142857143,27.3571428571429,27.3571428571429,29.6071428571429,41,47.8571428571429,56.9285714285714,61.4642857142857,41,29.6071428571429,100.214285714286,143.464285714286,118.392857142857,50.0714285714286,31.8928571428571,13.6785714285714,0,0,0,0,0,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
514,5,0,0,0,0,0,0,20.5714285714286,32.6071428571429,31.1785714285714,41,50.8928571428571,56.5,58.9642857142857,57.2857142857143,57.6071428571429,63.8928571428571,60.7142857142857,37.5,17.8571428571429,17.4285714285714,18.25,17.7142857142857,18.4642857142857,18.5,14.25,11.25,0,0,0,0,0,0,0,4.42857142857143,55.0714285714286,84.5357142857143,60.2857142857143,45.1785714285714,22.9285714285714,24.4285714285714,47,51.6071428571429,27,26.0714285714286,30.3571428571429,55.1428571428571,94.2142857142857,66.0714285714286,8.10714285714286,0,0,0,0,0,0,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
515,5,0,0,0,0,0,0,0,0,6.96428571428571,29.5,26.4285714285714,78.75,80.1428571428571,62.5357142857143,65.1071428571429,67.0357142857143,63.5714285714286,59.5,50.3928571428571,4.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,20.25,50.8928571428571,49.8571428571429,36.7857142857143,37.8214285714286,26.6428571428571,20.5357142857143,15.5357142857143,12.9642857142857,14.8928571428571,24.6428571428571,60.4285714285714,54.8571428571429,15.1428571428571,11.6785714285714,17.6071428571429,31.6071428571429,41.4285714285714,33.0357142857143,18.1785714285714,0,0,0,0,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
516,2,0,0,0,0,24.75,40.1071428571429,46.9285714285714,55.5,51.4285714285714,48.2857142857143,65.5,83.25,85.0357142857143,81.6071428571429,70.4285714285714,64.8928571428571,61.75,65.4285714285714,75.3214285714286,88.9285714285714,94.5,89.5714285714286,66.6785714285714,31.5,0,0,0,0,0,0,0,0,0,1.5,42.0357142857143,81.1071428571429,119.964285714286,131.5,118.357142857143,121.285714285714,112.25,68.3928571428571,34.1071428571429,28.7142857142857,28.7142857142857,27.2857142857143,29.7142857142857,77,116.464285714286,108.964285714286,44.0357142857143,0,0,0,0,0,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
517,5,0,0,0,0,0,13.0714285714286,46.1428571428571,55,64.8571428571429,75.8571428571429,66.6785714285714,60.8214285714286,56.3214285714286,56.1428571428571,46.9285714285714,50.1071428571429,49.1785714285714,48.5,47.4642857142857,50.5714285714286,63.1785714285714,60.1428571428571,43.75,19.7142857142857,7.14285714285714,0,0,0,0,0,0,27.6071428571429,65.1785714285714,66.7857142857143,53.5,47.8571428571429,38.1428571428571,25.5357142857143,37.2857142857143,59.5,80.0357142857143,73.3928571428571,37.75,20.0714285714286,21,27.2857142857143,31.9285714285714,59.3571428571429,94.5,78.3571428571429,36.5,0,0,0,0,0,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
518,8,0,0,0,0,0,2.64285714285714,25.1428571428571,29.2142857142857,23.8571428571429,21.8928571428571,49.5,85.3571428571429,107.178571428571,111.392857142857,100.392857142857,96.0357142857143,89.3928571428571,75.5357142857143,45.8928571428571,43.3214285714286,40.25,41,37.2142857142857,18,1.57142857142857,0,0,0,0,0,0,0,51.1785714285714,52.2142857142857,58.2142857142857,55.8214285714286,55.6071428571429,54.25,52.9642857142857,45.6428571428571,60.8928571428571,100.714285714286,73.9642857142857,30.3214285714286,26.7142857142857,23.6071428571429,24.5,30.2857142857143,52.5357142857143,84.6785714285714,71.5357142857143,39.1428571428571,0,0,0,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
519,7,0,0,0,0,0,14.0357142857143,21.3571428571429,18.6071428571429,18.4642857142857,16.5714285714286,17.3571428571429,48.5357142857143,71.0357142857143,82.2142857142857,75.2142857142857,62.1071428571429,62.75,59.9285714285714,40.3571428571429,17.8214285714286,14.4642857142857,14.7857142857143,11.5,7.39285714285714,4.39285714285714,0,0,0,0,0,0,0,5.14285714285714,18.7142857142857,22.1428571428571,21.1785714285714,21.7142857142857,31.25,55.8928571428571,57.7857142857143,76.8214285714286,53.5,31,24.8571428571429,26.8928571428571,75.8214285714286,112.428571428571,43.75,0,0,0,0,0,0,0,0,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
520,0,0,0,0,0,21.3214285714286,53.6071428571429,73.5714285714286,82.3214285714286,80.2142857142857,78.3571428571429,76.2142857142857,74.25,70.5,65.6785714285714,67.4642857142857,66.7142857142857,79.2142857142857,83.5,90.1071428571429,93.3571428571429,102.5,90.3928571428571,70.4285714285714,32.8571428571429,0,0,0,0,0,0,0,0,0,57.0714285714286,92.9642857142857,111.5,110.107142857143,92.1428571428571,80.9642857142857,73.8214285714286,73.7142857142857,75.0357142857143,74.1785714285714,71.9285714285714,73.6785714285714,88.0357142857143,109.678571428571,101.25,80.5714285714286,58.7142857142857,27.2142857142857,0,0,0,0,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
521,9,0,0,0,0,0,0,0,1.67857142857143,31.9285714285714,73.0714285714286,85.8214285714286,70.5714285714286,55.6071428571429,49.5357142857143,53.2142857142857,93,133.214285714286,164.714285714286,121.928571428571,43.8214285714286,3.21428571428571,0,0,0,0,0,0,0,0,0,18.9285714285714,28.8928571428571,28.8928571428571,27.7857142857143,27.8928571428571,24.3571428571429,27.0357142857143,25.3928571428571,30.7857142857143,69.2857142857143,94.75,99.8214285714286,68.5357142857143,52.7857142857143,51.0714285714286,46.6071428571429,48.7142857142857,61.9642857142857,81.8214285714286,66,0,0,0,0,0,0,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
522,7,0,0,0,0,0,0,34,45.6071428571429,54.8571428571429,70.5,75.9285714285714,80.4285714285714,83.5,84.7857142857143,83.3214285714286,72.2142857142857,56.9642857142857,58.9285714285714,68.25,65.5357142857143,69.0714285714286,61.8214285714286,51.6071428571429,15.4642857142857,0,0,0,0,0,39.3571428571429,37.25,35.1071428571429,32.5,32.4642857142857,32.4642857142857,28.5714285714286,27.8928571428571,30.2142857142857,29.0714285714286,31.4642857142857,30.6785714285714,58.6428571428571,84,106.821428571429,102.964285714286,114.035714285714,115.678571428571,101.071428571429,62.5357142857143,0,0,0,0,0,0,0,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
523,7,0,0,0,0,5.96428571428571,21.3571428571429,25.75,25.75,25.75,29.4285714285714,30.8928571428571,60.6071428571429,79.4285714285714,92.6785714285714,97.0714285714286,85.6785714285714,85.3571428571429,93.3928571428571,88.9285714285714,70.8571428571429,39.5357142857143,7.28571428571429,0,0,0,0,0,0,0,16.1071428571429,35.2857142857143,32.3214285714286,28.0357142857143,33.1071428571429,34.5714285714286,33.8571428571429,31.0714285714286,36.0357142857143,34.6428571428571,34.5357142857143,33.25,33.8214285714286,32.3571428571429,32.3571428571429,30.8928571428571,80.1071428571429,146.285714285714,138.321428571429,88.75,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
524,5,0,0,0,0,0,13.8214285714286,20.75,15.9285714285714,14.6785714285714,15.1428571428571,33.4642857142857,49.0357142857143,51.2857142857143,47.9285714285714,51.7142857142857,63.6428571428571,51.1785714285714,21.7857142857143,16.9285714285714,17.5714285714286,17.5714285714286,15.0357142857143,14.6428571428571,11.9285714285714,9.85714285714286,0,0,0,0,0,0,0,0,0,24.8571428571429,60.9642857142857,45.0357142857143,29.3214285714286,21.7857142857143,17.75,24.2857142857143,52.6071428571429,32.8571428571429,22.6428571428571,40.9642857142857,56.4285714285714,85.6785714285714,38.7142857142857,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
525,0,0,0,0,0,0,0,68.25,106.321428571429,101.285714285714,76.2857142857143,65.3928571428571,57.6785714285714,49.1785714285714,47.1785714285714,45.1428571428571,45.1428571428571,44.8928571428571,59.4285714285714,66.3571428571429,70.1071428571429,75.1428571428571,84.5357142857143,54.5714285714286,14,0,0,0,0,0,0,0,0,56.3571428571429,92.2142857142857,94.6071428571429,60.1785714285714,52.1428571428571,44.25,38.6785714285714,42.6785714285714,45.4285714285714,50.1428571428571,45.1785714285714,51.1071428571429,54.3928571428571,52.8928571428571,47.1785714285714,38.25,34.6428571428571,65.4285714285714,92.0714285714286,73.0714285714286,0,0,0,0,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68
526,9,0,0,0,0,0,5.39285714285714,5.92857142857143,21.1785714285714,39.8928571428571,71.4285714285714,79.4642857142857,78.8571428571429,74.6071428571429,73,67.6785714285714,70.2857142857143,68.4642857142857,72.25,77.3214285714286,41.3928571428571,26.5,21.9285714285714,5.35714285714286,0,0,0,0,0,0,16.8214285714286,22.2142857142857,21.9642857142857,23.5714285714286,26.5714285714286,29.6785714285714,29.3928571428571,28.0714285714286,27.3214285714286,27.3928571428571,27.0357142857143,70.9642857142857,97.4285714285714,83,65.5714285714286,70.0714285714286,72.8214285714286,67.1785714285714,57.0714285714286,36.7857142857143,0,0,0,0,0,0,0,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
